ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_MALE,default_payment_next_month
21746,50000,1,2,23,0,0,0,0,0,0,45345,46403,38343,32214,17292,7501,2010,2046,1866,310,300,483,0,0
21769,80000,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21776,90000,2,1,24,0,0,0,0,0,2,86422,89710,70681,73595,90755,53692,5000,3300,22837,3300,0,1650,0,0
21800,50000,1,2,25,-1,-1,-1,-1,-1,-1,3195,3548,23231,2881,3048,2739,3557,23501,2889,3057,2746,47651,0,0
21843,270000,2,1,26,0,0,0,0,0,-1,22804,11496,12273,12014,10597,31182,1496,2273,2014,597,31182,82615,0,0
21918,50000,2,2,24,-1,0,-1,2,2,-2,18625,19956,5177,2071,0,0,2071,5191,6,0,0,10450,0,0
21931,170000,2,2,27,0,0,0,0,0,2,168858,171530,164509,128279,139968,127502,7000,6500,8000,15462,2163,4300,0,0
21966,300000,2,2,28,0,0,0,0,0,0,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634,0,0
21984,200000,1,2,28,0,0,0,0,2,2,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,0,0
21995,170000,1,2,26,0,0,0,0,0,0,22680,13827,9522,10254,5520,6212,2000,2000,2000,0,2000,1320,0,0
22040,90000,5,2,24,0,0,0,0,0,-1,17584,18377,18496,11716,3163,30483,2000,1300,2000,67,30483,2905,0,0
22050,250000,2,1,29,0,0,0,-1,-1,-1,227762,191424,18016,15353,325,325,35018,1000,20000,325,325,318,0,0
22068,50000,1,2,26,-1,-1,-1,-1,-1,-1,651,651,1072,1713,651,646,651,1072,1713,651,646,651,0,1
22074,400000,2,2,29,0,-1,-1,-1,0,-1,52875,55544,994,5030,4568,500,55544,994,5030,0,500,150,0,0
22106,230000,2,2,28,-1,-1,-1,-1,-1,-1,2454,1197,4556,4316,4316,4316,1197,4566,4316,4316,4316,4316,0,0
22108,240000,2,1,28,2,2,2,2,2,0,191137,210333,206332,214981,194817,186895,24000,0,12014,0,5307,5001,0,1
22115,220000,1,1,30,2,2,0,0,0,0,150682,139629,136020,115942,54611,42363,0,6824,2726,1239,2953,112742,0,0
22121,60000,2,3,29,0,0,0,-1,-1,-1,4134,3596,3801,694,531,531,1200,1000,2694,531,531,681,0,0
22124,420000,2,2,26,0,0,0,0,0,0,24434,22586,36569,28994,15159,9379,1500,28000,1210,303,2000,0,0,0
22145,300000,1,2,29,-2,-2,-2,-2,-2,-2,1049,205,4962,13634,41510,-1087,205,4962,13634,41510,0,3940,0,1
22149,100000,2,2,29,-1,-1,-1,-1,-1,-1,3262,3262,326,6198,326,326,3262,326,6198,326,326,326,0,0
22185,360000,3,2,29,-2,-2,-2,-2,-2,-2,3307,0,0,0,0,1131,0,0,0,0,1131,3409,0,0
22245,130000,1,2,24,0,0,0,2,0,0,76582,86333,91715,89245,90827,87779,12000,7700,0,3001,3011,2816,0,0
22254,200000,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22269,130000,1,2,30,-1,-1,-1,-1,-1,0,1493,1492,1310,1310,2046,1574,1492,1310,1310,2046,574,1995,0,1
22273,180000,2,1,28,0,0,0,0,0,0,54972,42329,42071,39649,39221,40731,2000,2002,2000,2000,2000,2000,0,0
22315,240000,2,1,30,-1,-1,-1,-1,-1,-1,17047,15188,11366,14231,11135,7774,15188,11366,14231,11135,7774,7785,0,0
22317,350000,1,2,31,-1,2,-1,-1,-1,-1,403,403,1351,4656,0,1190,0,1351,4677,0,1190,150,0,0
22331,150000,3,2,28,2,0,0,0,0,0,107603,109835,110255,110247,110955,105145,5500,5500,5300,3853,4000,4000,0,0
22347,170000,1,1,30,-2,-2,-2,-1,-1,-1,5280,5020,996,35490,6000,5350,5020,996,35490,6000,5350,12500,0,0
22391,500000,2,2,32,-1,-1,-1,-1,0,0,9609,5609,967,16638,15721,17349,5637,972,16671,5749,7376,10723,0,0
22393,500000,1,2,33,-2,-2,-2,-2,-2,-2,10361,263,8050,8234,835,87878,263,8050,8234,835,87878,5000,0,0
22460,170000,2,1,36,2,2,2,2,2,2,15570,15031,16784,17711,17131,18197,0,2500,1500,0,1500,1000,0,0
22474,90000,3,1,42,0,0,0,0,0,0,34672,35270,36150,36528,37128,37348,1562,1832,1600,1000,1000,0,0,0
22485,200000,3,1,46,-1,-1,-1,-1,-1,-1,14617,1261,8187,1261,1261,1261,1261,8187,1261,1261,1261,1261,0,0
22487,480000,3,1,41,0,0,0,0,0,0,44018,74152,107675,110289,100520,37080,35176,45000,12022,14000,14000,10000,0,0
22506,310000,1,1,33,-2,-2,-2,-2,-2,-2,2729,0,0,0,0,343,0,0,0,0,343,410,0,1
22581,150000,4,2,31,-2,-2,-2,-2,-1,2,9846,5345,0,0,1493,159,5345,0,0,1493,0,1119,0,0
22582,240000,1,2,37,-2,-2,-2,-2,-2,-2,660,31187,1280,7623,0,11353,31187,1280,7643,0,11353,2576,0,0
22593,160000,1,1,35,1,-2,-2,-2,-1,-1,0,0,0,0,1240,0,0,0,0,1240,0,0,0,0
22624,90000,3,1,41,0,0,0,0,0,0,87240,88519,84573,78617,64344,63417,10000,3519,5014,2679,4600,1000,0,0
22663,180000,1,2,29,-1,-1,-1,-1,-1,-2,9862,2896,2458,305,0,0,2903,2458,305,0,0,0,0,0
22742,80000,2,1,36,0,0,0,0,0,0,73873,61134,49746,49033,48553,48377,2006,8199,2000,1700,2000,2000,0,0
22754,70000,2,2,40,2,0,0,0,0,0,64744,66030,67450,68587,57710,58918,2361,2482,2293,2063,2135,2188,0,1
22776,450000,2,1,46,-2,-2,-2,-2,-2,-2,30535,83371,17471,10342,51786,45747,84267,17566,10401,52045,45812,169,0,0
22798,150000,2,1,38,-1,-1,0,0,-1,-1,5584,1106,2199,2997,735,1104,1106,1208,1006,50000,1104,0,0,0
22803,620000,1,2,38,-1,-1,-1,-1,-1,-1,12136,7938,620,16022,2581,2867,8638,620,16032,2856,4197,920,0,0
22836,360000,1,2,30,0,-1,-1,-1,-1,-2,37012,4810,3969,6657,642,6204,4924,3969,6657,642,6204,7052,0,0
22848,310000,1,2,36,0,0,0,0,0,0,67940,45746,46979,42045,40334,49542,2000,2000,2000,2000,13000,2000,0,0
22851,570000,2,1,46,0,0,0,0,0,0,563892,569577,577957,563543,451401,108890,19534,25100,15159,11732,42880,422000,0,0
22862,50000,2,2,32,0,0,0,0,0,0,12513,13595,14570,15523,15964,16554,1600,1500,1500,1000,1000,1000,0,0
22872,340000,3,1,44,3,3,2,0,0,0,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,0,1
22874,230000,5,1,39,-1,-1,0,0,-2,-2,7479,31280,120000,0,0,0,31280,90000,0,0,0,0,0,0
22920,430000,1,2,29,0,0,0,-1,0,0,42130,34785,0,18518,16574,12215,1000,0,18518,5,244,1038,0,0
22923,170000,2,1,29,0,0,0,0,0,0,56980,55889,51328,31541,47406,23062,3000,2236,2478,904,2546,2000,0,0
22943,80000,2,1,31,-2,-2,-2,-2,-2,-2,3506,2372,2988,273,0,1542,2372,2988,273,0,1542,3200,0,0
22949,170000,2,2,44,0,-1,-1,-1,-1,-1,2376,2870,390,590,30490,4300,2870,390,590,30490,4300,0,0,1
22956,420000,2,1,46,0,0,0,0,0,0,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015,0,0
23007,380000,2,1,45,0,0,0,0,0,0,220208,225537,230898,237118,240452,245499,9000,9000,10068,8768,9087,9133,0,0
23012,60000,2,1,45,0,0,-1,0,0,0,57966,3751,72334,73396,12271,24278,1900,72334,4000,2000,14000,2000,0,0
23022,220000,2,1,40,-1,-1,-1,-1,0,0,1129,227,0,13137,13637,9744,227,0,13137,1500,214,0,0,0
23120,80000,5,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23130,70000,3,1,40,0,0,-2,-2,-2,-2,14896,0,0,0,0,0,0,0,0,0,0,5704,0,0
23136,20000,3,0,35,0,-1,2,2,-1,-1,3975,362,2182,1500,500,0,362,2000,0,500,0,0,0,0
23155,180000,2,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23158,180000,2,1,40,0,-1,-1,-1,-1,-1,144481,1620,334,9379,1100,43505,1620,337,9379,1100,43505,0,0,0
23174,180000,2,2,36,-1,-1,-1,-1,0,-1,25359,28432,1535,14470,14270,4529,28703,1535,15000,0,5793,36702,0,0
23184,80000,2,1,39,0,0,0,0,0,0,41753,42956,43850,38112,38876,39697,2200,2000,2000,1700,1600,1700,0,0
23246,260000,3,1,38,-1,-1,-1,-1,-1,-1,1973,1973,1973,6746,1973,1973,1973,1973,6746,1973,1973,3733,0,0
23295,30000,2,2,31,0,0,0,-2,-2,-2,26830,30900,0,0,0,0,5000,0,0,0,0,0,0,0
23309,390000,2,1,32,-1,-1,-1,-1,-1,0,2075,0,682,10943,9942,11168,0,682,11130,9942,6600,1000,0,0
23318,300000,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23330,240000,1,2,35,-2,-2,-2,-2,-2,-2,5757,2904,24671,2249,4505,11859,3242,24685,3535,4505,11859,12000,0,0
23364,400000,1,2,35,-2,-2,-2,-2,-2,-2,26930,11187,16593,18569,16947,28590,11187,16596,18572,16947,28590,159259,0,0
23376,110000,2,2,31,0,0,0,0,0,0,7398,2009,1651,1823,1208,0,1500,1177,1000,550,0,790,0,0
23385,50000,2,1,44,1,2,2,2,2,2,24622,26999,28071,27326,28769,28170,3100,1800,0,2200,0,2700,0,1
23453,280000,2,1,34,-2,-2,-2,-2,-2,-2,9103,6419,11966,5844,8994,14631,6439,12042,5844,4672,14724,4429,0,0
23487,310000,1,1,32,0,0,0,0,0,0,141203,84594,66624,48213,144758,601,7000,5500,4000,100000,601,360,0,0
23489,390000,1,2,32,0,0,0,0,0,0,16566,20213,15204,13529,14139,14496,9076,8000,1500,1500,519,7000,0,0
23519,250000,1,2,33,-1,-1,-2,-1,0,0,16317,0,0,188841,194321,198156,0,0,188841,8500,8000,7080,0,0
23541,360000,2,2,45,-2,-1,2,2,-2,-2,0,2500,2500,0,0,0,2500,0,0,0,0,0,0,0
23560,210000,2,2,34,0,0,0,0,0,0,73415,76188,78276,81246,78971,80359,4002,4000,4323,3501,3000,2700,0,0
23575,150000,2,2,37,-2,-2,-2,-2,-2,-2,0,0,596,22131,0,1596,0,596,22131,1980,1596,4617,0,0
23635,500000,1,1,49,-2,-2,-2,-2,-2,-2,27936,2305,9073,5714,31868,3663,2305,9083,6105,31868,3663,8110,0,0
23709,240000,2,2,59,0,0,0,0,0,0,230026,239796,231230,196471,190004,161867,20000,12000,7000,8000,6000,6205,0,0
23765,50000,1,2,51,0,0,0,0,0,0,43273,44652,46331,47896,47266,48002,2800,2795,2750,1130,1314,1159,0,0
23837,250000,1,1,54,-1,-1,-1,-1,0,-1,390,1090,390,2855,390,2950,1090,390,2855,0,2950,0,0,0
25151,70000,2,1,46,0,0,0,0,0,0,70349,70068,71318,59665,29510,26738,2600,3700,2600,1200,1200,1000,0,0
25187,30000,1,2,22,0,0,0,0,0,0,22271,23273,23268,23100,23286,24804,1379,1454,1276,1286,1804,2000,0,0
25194,30000,2,2,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,0,1
25195,30000,2,2,23,0,0,0,0,0,0,23237,23874,26985,29497,29290,28693,10000,5000,3000,2000,3150,0,0,0
25213,30000,2,2,23,-1,-1,2,-1,0,0,1434,4925,390,15736,15525,0,6021,0,15736,1000,0,0,0,0
25231,30000,1,2,24,0,0,0,0,0,0,21540,22236,23574,24583,24915,25280,1358,1696,1705,1037,915,929,0,0
25261,90000,2,2,23,1,3,2,0,0,0,39772,38836,36654,32747,33091,33291,0,15,1831,1175,1338,1216,0,0
25291,100000,1,2,27,0,0,0,0,0,-1,19164,23828,25138,26499,26799,1150,5000,2000,2000,500,1150,0,0,0
25300,30000,2,2,23,0,0,0,0,0,0,24607,24430,23881,24234,24853,7814,1700,1600,1287,1296,500,1550,0,0
25302,80000,3,2,25,0,0,0,0,0,0,88786,86391,84871,81813,45094,38121,3200,4000,3000,1500,1500,1300,0,0
25343,120000,2,2,26,-1,-1,-1,-1,-1,-1,1682,1929,1682,1682,1682,1682,1929,1682,1682,1682,1682,1674,0,0
25350,130000,1,2,26,-1,-1,-1,-1,-1,-1,1094,1271,1205,1798,299,1280,1293,1205,1798,299,1280,3368,0,0
25367,80000,1,2,25,0,0,0,0,0,0,40764,41765,42251,46475,48156,50419,2000,1776,5000,3000,5000,2500,0,0
25371,200000,1,2,27,0,0,0,0,0,0,8666,9737,16013,28720,23607,24135,1224,6500,15000,3607,684,5000,0,0
25397,300000,2,2,26,-1,-1,-1,-1,-1,-1,1121,699,3131,5180,1780,0,699,3152,5180,1780,0,6200,0,0
25412,30000,1,2,24,-1,-1,0,0,0,-1,25616,27526,11458,7500,7000,5192,31348,1328,1000,7000,5192,0,0,0
25419,110000,1,2,29,0,0,0,0,0,0,105102,107388,106805,107608,108643,109689,5289,3875,3830,4000,4000,5000,0,1
25452,60000,1,2,25,-1,-1,-1,-1,-2,-1,1507,0,11305,0,0,300,0,11305,0,0,300,0,0,0
25466,170000,1,2,28,0,0,0,0,0,2,42062,43170,44283,46352,51384,50568,2000,2000,3000,6000,0,2000,0,0
25476,80000,1,2,28,0,0,0,0,0,0,39663,40664,42742,43730,44721,45764,1664,2742,2000,1720,1764,1762,0,0
25480,110000,1,2,29,0,0,0,2,0,0,107336,107195,109443,106637,106665,92417,5320,7845,4000,4000,3500,9500,0,0
25490,110000,1,2,27,0,0,0,0,0,0,69970,66423,61951,59428,53678,52254,4009,5083,5002,4000,3000,5050,0,0
25498,190000,3,2,31,-1,-1,-1,-2,-2,-2,1568,87,0,0,0,0,87,0,0,0,0,35520,0,0
25500,90000,1,1,29,0,0,0,0,0,0,4034,11387,4387,35670,41995,35912,10400,3400,36139,618,3200,8500,0,0
25517,240000,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25518,150000,3,2,33,0,0,0,0,0,0,9516,9998,8336,6462,5872,1242,1100,1074,1000,1000,1000,0,0,0
25525,50000,2,1,34,0,0,0,0,-2,-2,2791,4563,5000,0,0,0,2000,1200,0,0,0,0,0,0
25537,50000,3,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25576,280000,2,2,30,0,0,0,0,0,0,237345,195808,369761,197666,152084,149887,12873,135477,6480,4026,4153,3014,0,0
25585,30000,2,1,35,2,3,2,2,2,2,27223,26474,25344,25634,24924,26546,0,2000,1000,0,2026,0,0,1
25627,320000,2,1,30,0,0,0,0,0,0,91029,84644,87765,83094,66463,63977,5005,15055,16752,10012,10071,10039,0,0
25676,200000,2,2,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,600,0,0
25705,260000,1,2,29,2,2,-1,-1,-1,0,792,396,396,396,792,396,0,396,396,792,0,396,0,1
25713,220000,1,2,32,1,-1,-1,-1,0,-1,0,4048,4925,12554,1036,522,4048,4925,12606,0,572,7656,0,0
25734,270000,1,2,29,-2,-2,-2,-2,-2,-2,990,5850,0,0,0,0,5850,0,0,0,0,0,0,0
25739,180000,1,2,34,0,0,0,0,0,2,85129,88701,91356,94820,100740,99015,5000,5000,5000,7500,0,6000,0,1
25740,90000,2,1,45,2,2,2,2,2,2,45820,46770,45741,48729,49628,50680,2000,0,3755,2000,2000,2100,0,1
25741,430000,1,1,43,0,-1,-1,-1,-1,-1,30000,28490,33490,30636,30240,0,28647,35000,30636,30241,0,179,0,0
25751,30000,2,1,38,0,0,2,0,0,2,2433,4772,2897,3236,3575,1764,4000,0,2000,2000,0,1900,0,1
25759,270000,2,1,28,0,0,0,0,0,0,322249,298700,308133,263516,94062,92618,10000,13000,12000,5000,4000,5000,0,0
25791,50000,2,2,38,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,0
25792,360000,2,1,45,0,0,0,0,0,0,222505,199464,182886,109556,111286,90580,8000,7565,4100,4027,3445,2000,0,0
25794,220000,1,1,31,0,0,0,0,0,0,218796,178554,126132,120827,119823,119460,5539,7449,3005,2400,21577,10000,0,0
25846,230000,2,1,45,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,572,0,1
25848,320000,4,3,32,-1,-1,-1,-1,0,0,1145,4133,2488,21222,15115,27279,4135,2488,21238,5000,15000,545,0,0
25854,200000,2,2,37,-1,-1,-1,-1,0,-1,4037,3913,6336,5361,4950,2413,3913,6336,5361,3000,2502,3603,0,0
25929,230000,2,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25962,150000,3,1,38,2,0,0,0,0,0,146057,142325,143548,146332,145993,146600,6527,6714,6705,5181,5437,5700,0,0
25964,180000,1,2,30,-2,-2,-2,-2,-2,-1,1490,3687,1352,960,4921,3031,3687,1352,960,4921,3031,2718,0,0
26000,20000,2,1,33,0,0,0,0,0,0,10001,20844,5760,3343,1510,0,2000,1500,1007,7,0,0,0,0
26032,290000,2,2,29,0,0,0,0,0,0,7324,8174,8389,8770,9145,10016,1130,1502,1300,500,1000,1001,0,0
26036,200000,2,2,31,0,0,0,0,0,0,203265,203147,203017,203109,203494,203920,7471,7848,8957,8000,7775,7341,0,0
26041,290000,2,2,34,0,0,0,0,0,0,285484,286091,286785,285345,239389,231420,10220,11231,10269,8500,10000,10000,0,0
26051,160000,2,1,49,-1,-1,2,0,0,2,16982,21353,20723,21873,25999,26377,4980,0,1500,4520,939,0,0,0
26088,50000,2,1,37,0,0,0,0,0,0,38418,47709,48923,39210,30515,27861,10000,2131,1910,1410,1159,1050,0,0
26111,80000,2,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,390,0,0,0,0,390,0,0,0
26116,200000,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26159,500000,1,1,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,0,1
26170,50000,1,1,39,1,-1,-1,-1,-1,-2,0,13030,0,4402,0,0,13030,0,4402,0,0,0,0,0
26203,320000,2,2,31,-2,-2,-2,-2,-2,-2,3615,3707,5406,3144,1644,1925,3707,5406,3157,1644,1925,0,0,0
26217,140000,2,2,30,3,2,2,2,-1,-1,3043,4168,1420,0,49,49,1423,2,0,49,0,0,0,1
26222,250000,2,1,37,1,-2,-1,-1,-1,-1,0,0,9737,790,20750,0,0,9737,790,20750,0,0,0,0
26229,120000,2,2,30,0,0,0,0,0,0,121280,123176,121907,123949,112430,114322,6026,6000,6300,4000,4300,4322,0,0
26244,60000,1,1,45,1,2,0,0,2,0,58360,56834,58322,59781,8177,7757,0,3000,3100,0,1000,500,0,1
26258,90000,1,2,33,0,0,0,0,0,0,55937,57107,59753,61755,63629,54423,2100,4000,3000,3000,2323,2000,0,0
26323,360000,1,2,36,0,0,0,0,0,2,308711,305594,306176,304645,315118,315782,11000,13000,11019,23000,13300,3,0,0
26333,50000,1,2,26,0,0,-1,0,0,-1,4041,1343,2174,3479,3006,810,1200,2500,3000,1000,900,48578,0,0
26345,180000,1,1,29,-2,-1,0,0,-2,-2,0,287,5264,1521,0,0,287,5293,1523,0,0,0,0,0
26360,280000,1,2,32,-2,-2,-2,-2,-2,-2,5855,13645,9127,9656,41434,21732,13713,9171,9705,41641,21838,5659,0,0
26392,450000,2,1,41,0,-1,0,-1,-1,-1,104624,28114,19758,12518,18328,14879,28114,1424,12518,18328,14879,34744,0,0
26435,300000,1,1,36,0,0,0,0,0,0,30153,28384,26700,22554,11858,13838,2000,2000,2552,2000,3000,8000,0,0
26466,140000,2,2,50,0,0,0,0,0,0,128949,133778,131241,25994,25769,24552,7000,6000,3000,5000,4000,6000,0,1
26467,210000,2,2,49,-1,-1,-1,-1,0,0,991,4045,4056,65825,60803,56578,6035,4056,65825,1420,1132,5000,0,1
26472,100000,3,1,51,-1,-1,-1,-1,-1,-1,200,100,197,245,3210,318,100,197,245,3210,318,797,0,0
26536,30000,2,1,51,1,2,3,2,2,0,16490,18908,18321,19618,19008,19301,3000,0,1900,0,750,750,0,1
26549,90000,3,1,53,-2,-2,-2,-2,-2,-2,827,0,2469,827,0,1654,0,2469,827,0,1654,827,0,0
26568,200000,3,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,0
27598,150000,1,2,26,0,0,0,0,0,0,24242,20263,21332,22371,22700,23184,1700,1700,1700,1000,1000,1000,0,0
27621,80000,2,2,22,0,0,0,0,0,0,1742,2524,5097,6107,7141,7355,1200,3000,1500,1500,700,500,0,0
27632,50000,2,1,23,2,2,0,0,0,0,54866,51520,41711,22775,4215,3016,1000,1860,1600,452,100,114,0,1
27642,40000,2,2,23,0,0,0,0,0,0,39402,39321,38246,39289,39882,39650,2000,2000,2000,1500,1500,2000,0,0
27658,50000,2,2,23,2,0,0,0,0,0,49441,45880,42621,21734,18775,19590,1998,2198,1300,655,1100,654,0,0
27669,110000,1,2,24,1,2,0,0,0,0,115527,109871,110565,216850,110952,109169,0,4000,7000,7766,3982,5000,0,1
27671,110000,2,2,23,2,0,0,-1,0,0,1587,2399,0,980,35305,36065,1000,0,980,35000,1327,1500,0,1
27695,50000,3,2,25,0,0,0,0,0,0,27232,26777,27129,26613,26057,25924,1439,1464,1401,908,935,924,0,0
27718,100000,1,2,24,0,0,0,0,0,0,84895,71271,71053,70405,71109,73905,3513,3169,3002,2022,3907,7145,0,0
27753,150000,2,2,23,0,0,0,0,0,0,58757,59555,59684,59501,59075,59171,2714,2812,2599,2143,2208,2112,0,0
27811,30000,2,2,25,0,0,0,0,0,0,14045,15363,16108,17888,16505,16511,1555,1300,4894,1000,800,2200,0,0
27814,50000,2,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27817,110000,2,2,25,-2,-2,-2,-2,-2,-2,-2628,-5118,31503,-2880,-5000,0,165,36621,1496,10000,5000,0,0,0
27854,90000,1,2,28,1,2,0,0,0,2,52061,50472,46226,40920,29863,19674,79,5000,10009,10000,0,7000,0,1
27855,60000,3,2,27,0,0,0,0,0,0,39325,40668,42009,43804,44473,45752,2000,2000,2500,1700,2000,1700,0,0
27887,220000,1,2,27,0,0,0,-1,-1,-1,66620,56611,37504,9499,3679,13232,16008,12000,15030,10000,15000,5000,0,0
27919,230000,3,1,27,0,0,0,0,0,0,67615,19870,19649,17969,10888,8657,1323,1500,1000,2000,1023,2004,0,0
27922,220000,1,2,28,0,0,0,0,0,0,215779,196299,202596,198845,194885,92905,8600,11000,6000,10082,3400,3825,0,0
27939,420000,2,2,28,0,0,0,0,0,0,89829,82251,78830,76521,78049,79792,5126,3019,2777,2800,3000,3000,0,0
27962,150000,1,1,29,1,-1,-1,-2,-2,-2,0,231,0,0,0,0,231,0,0,0,0,685,0,0
27969,120000,1,2,28,-1,-1,-1,-1,-1,-1,2494,1394,780,470,-170,180,2000,780,470,0,500,1335,0,0
27998,400000,1,1,31,-1,-1,-1,-1,-1,-1,325,5581,2833,1162,325,325,5581,2833,1162,325,325,325,0,0
28040,140000,1,2,29,0,0,2,0,0,0,135436,144922,141289,137377,93261,95368,13102,17,5547,3242,3512,3333,0,0
28052,30000,2,1,31,0,0,0,0,0,0,16207,16735,18253,19646,21238,23843,4000,5000,5000,5000,5000,5006,0,0
28062,140000,1,1,40,2,2,2,2,2,2,21952,27540,31785,30980,33162,32497,6300,5000,0,3000,0,3000,0,1
28064,50000,3,1,44,0,0,2,0,0,0,13881,11494,5847,4871,3007,2136,3483,0,1000,0,993,0,0,0
28077,80000,3,1,42,2,2,2,2,0,0,17511,20503,25917,19081,15200,13039,3600,6142,0,0,0,6439,0,1
28087,420000,3,1,39,-2,-2,-2,-2,-2,-2,2476,3570,11343,5216,23001,2439,3634,11353,5255,23001,2439,0,0,0
28140,520000,1,1,37,-2,-2,-2,-2,-2,-2,4439,3487,7491,2310,12000,0,3913,7494,2310,12000,0,0,0,0
28176,20000,2,1,32,0,0,0,0,0,0,18377,18353,19103,19471,19225,19106,1288,1305,1277,656,1106,602,0,1
28190,50000,2,1,48,0,0,0,0,0,0,44324,43053,44016,15386,31401,16573,2000,1880,2000,1000,2000,1500,0,0
28193,170000,1,2,34,-2,-2,-1,0,0,-2,1088,1088,5425,5223,1084,1084,1088,5425,1000,2172,1084,1189,0,0
28195,130000,3,1,49,0,0,0,0,0,0,25339,26342,27376,28415,28980,29738,1427,1461,1500,1037,1225,1080,0,0
28204,300000,2,1,38,0,-1,0,0,0,0,1250,940,11240,12137,15937,16437,940,10300,1200,4000,500,6000,0,0
28208,310000,2,1,48,-2,-2,-2,-2,-2,-2,0,99,0,110,0,0,99,0,110,0,0,0,0,0
28216,80000,3,1,37,0,0,0,0,0,2,24941,25945,27297,27969,29857,28872,1423,1775,1447,2335,0,1050,0,0
28231,210000,2,2,32,-2,-2,-2,-2,-2,-2,0,0,980,0,0,0,0,980,0,0,0,238,0,0
28249,200000,1,2,33,-2,-2,-2,-2,-2,-2,4510,7430,4144,57836,1810,0,7430,4144,57836,1810,0,3018,0,0
28297,290000,1,2,31,-1,-1,-1,-1,-1,-1,21720,1240,3682,4694,5258,1248,1240,3682,4704,5258,1248,9600,0,0
28375,80000,2,1,36,1,2,2,0,0,0,74328,75515,73741,75200,76959,78556,3000,0,2700,2950,3000,2600,0,1
28387,60000,2,1,40,0,0,0,-1,-1,-1,28738,30216,23720,1569,5580,2211,4000,1010,1569,5580,2211,0,0,1
28390,210000,1,1,38,0,0,-1,-1,0,0,8420,8106,4168,23067,19972,45864,3000,4521,24000,10000,30000,6432,0,0
28413,340000,2,2,29,0,-1,-1,-1,0,0,43733,16584,16498,100928,26083,20214,16787,16514,100940,20229,25,8,0,0
28451,320000,2,2,37,-2,-2,-2,-2,-2,-2,-5700,-5700,-5700,197300,-2300,227835,0,0,203000,400,310135,1000,0,0
28461,20000,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28482,110000,1,2,31,2,2,2,2,2,2,91773,93892,94652,97097,98097,100361,4550,3150,4900,3500,4000,3900,0,1
28539,300000,1,1,33,-1,-1,-1,-1,-1,0,3890,4002,1438,5322,6814,2956,4008,1438,5328,6814,114,1740,0,0
28547,100000,3,1,44,2,2,0,0,0,2,12724,12228,13255,13959,14921,14539,0,1529,1233,1195,0,1300,0,1
28569,180000,3,1,40,0,0,0,-2,-2,-2,20909,24262,2079,792,1645,1645,4262,2083,792,1645,0,811,0,0
28571,80000,1,2,29,1,-2,-1,-1,-1,-2,0,0,1612,16388,0,0,0,1612,16415,0,0,1800,0,0
28648,200000,3,1,44,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,540,0,0
28701,180000,3,1,35,0,0,0,0,0,2,175200,175285,60790,50479,28739,18037,7002,1807,2000,4000,0,33000,0,1
28725,290000,1,1,44,-2,-2,-2,-2,-2,-2,7886,9636,10060,3946,7388,4482,9636,10060,3948,7388,4482,8106,0,0
